;id;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;level;house_age;dormitory_type;condition_type;year;day;year_week;nome_rua;num_casa;bairro;cidade;estado
10;1736800520;2015-04-03 00:00:00.000000000;662500.0;3;2.5;3560;9796;1.0;0;0;3;8;1860;1700;1970-01-01 00:00:00.000001965;1970-01-01 00:00:00.000000000;98007;47.6007;-122.145;high;new;house;regular;2015;3;13;146th Avenue Southeast;;;Bellevue;Washington
11;9212900260;2014-05-27 00:00:00.000000000;468000.0;2;1.0;1160;6000;1.0;0;0;4;7;860;300;1970-01-01 00:00:00.000001942;1970-01-01 00:00:00.000000000;98115;47.69;-122.292;standard;old;apartment;regular;2014;27;21;Northeast 85th Street;3169;Wedgwood;Seattle;Washington
12;114101516;2014-05-28 00:00:00.000000000;310000.0;3;1.0;1430;19901;1.5;0;0;4;7;1430;0;1970-01-01 00:00:00.000001927;1970-01-01 00:00:00.000000000;98028;47.7558;-122.229;standard;old;house;regular;2014;28;21;NE 176th Court;8308;;;Washington
13;6054650070;2014-10-07 00:00:00.000000000;400000.0;3;1.75;1370;9680;1.0;0;0;4;7;1370;0;1970-01-01 00:00:00.000001977;1970-01-01 00:00:00.000000000;98074;47.6127;-122.045;standard;new;house;regular;2014;7;40;Northeast 3rd Place;22144;;;Washington
14;1175000570;2015-03-12 00:00:00.000000000;530000.0;5;2.0;1810;4850;1.5;0;0;3;7;1810;0;1970-01-01 00:00:00.000001900;1970-01-01 00:00:00.000000000;98107;47.67;-122.39399999999999;standard;new;house;regular;2015;12;10;Northwest 57th Street;2825;Sunset Hill;Seattle;Washington
15;9297300055;2015-01-24 00:00:00.000000000;650000.0;4;3.0;2950;5000;2.0;0;3;3;9;1980;970;1970-01-01 00:00:00.000001979;1970-01-01 00:00:00.000000000;98126;47.5714;-122.375;high;new;house;regular;2015;24;03;33rd Avenue Southwest;3614;West Seattle;Seattle;Washington
16;1875500060;2014-07-31 00:00:00.000000000;395000.0;3;2.0;1890;14040;2.0;0;0;3;7;1890;0;1970-01-01 00:00:00.000001994;1970-01-01 00:00:00.000000000;98019;47.7277;-121.962;standard;new;house;regular;2014;31;30;Northeast 141st Place;28272;;;Washington
17;6865200140;2014-05-29 00:00:00.000000000;485000.0;4;1.0;1600;4300;1.5;0;0;4;7;1600;0;1970-01-01 00:00:00.000001916;1970-01-01 00:00:00.000000000;98103;47.6648;-122.34299999999999;standard;old;house;regular;2014;29;21;North 50th Street;1215;Wallingford;Seattle;Washington
18;16000397;2014-12-05 00:00:00.000000000;189000.0;2;1.0;1200;9850;1.0;0;0;4;7;1200;0;1970-01-01 00:00:00.000001921;1970-01-01 00:00:00.000000000;98002;47.3089;-122.21;standard;new;apartment;regular;2014;5;48;Pike Street Northeast;19;Rivers Bend;;Washington
19;7983200060;2015-04-24 00:00:00.000000000;230000.0;3;1.0;1250;9774;1.0;0;0;4;7;1250;0;1970-01-01 00:00:00.000001969;1970-01-01 00:00:00.000000000;98003;47.3343;-122.306;standard;new;house;regular;2015;24;16;21st Avenue South;29826;;;Washington
20;6300500875;2014-05-14 00:00:00.000000000;385000.0;4;1.75;1620;4980;1.0;0;0;4;7;860;760;1970-01-01 00:00:00.000001947;1970-01-01 00:00:00.000000000;98133;47.7025;-122.34100000000001;standard;old;house;regular;2014;14;19;Interlake Avenue North;10033;Licton Springs;Seattle;Washington
21;2524049179;2014-08-26 00:00:00.000000000;2000000.0;3;2.75;3050;44867;1.0;0;4;3;9;2330;720;1970-01-01 00:00:00.000001968;1970-01-01 00:00:00.000000000;98040;47.5316;-122.23299999999999;high;new;house;regular;2014;26;34;79th Avenue Southeast;7998;;;Washington
22;7137970340;2014-07-03 00:00:00.000000000;285000.0;5;2.5;2270;6300;2.0;0;0;3;8;2270;0;1970-01-01 00:00:00.000001995;1970-01-01 00:00:00.000000000;98092;47.3266;-122.169;standard;new;house;regular;2014;3;26;Southeast 307th Place;12840;Lea Hill;;Washington
23;8091400200;2014-05-16 00:00:00.000000000;252700.0;2;1.5;1070;9643;1.0;0;0;3;7;1070;0;1970-01-01 00:00:00.000001985;1970-01-01 00:00:00.000000000;98030;47.3533;-122.166;standard;old;apartment;regular;2014;16;19;Southeast 277th Place;13105;;;Washington
24;3814700200;2014-11-20 00:00:00.000000000;329000.0;3;2.25;2450;6500;2.0;0;0;4;8;2450;0;1970-01-01 00:00:00.000001985;1970-01-01 00:00:00.000000000;98030;47.3739;-122.17200000000001;standard;new;house;regular;2014;20;46;Southeast 254th Court;12715;White Horse Crossing;;Washington
25;1202000200;2014-11-03 00:00:00.000000000;233000.0;3;2.0;1710;4697;1.5;0;0;5;6;1710;0;1970-01-01 00:00:00.000001941;1970-01-01 00:00:00.000000000;98002;47.3048;-122.21799999999999;standard;new;house;good;2014;3;44;I Street Southeast;316;Downtown;;Washington
26;1794500383;2014-06-26 00:00:00.000000000;937000.0;3;1.75;2450;2691;2.0;0;0;3;8;1750;700;1970-01-01 00:00:00.000001915;1970-01-01 00:00:00.000000000;98119;47.6386;-122.36;high;old;house;regular;2014;26;25;West Boston Street;206;Queen Anne;Seattle;Washington
27;3303700376;2014-12-01 00:00:00.000000000;667000.0;3;1.0;1400;1581;1.5;0;0;5;8;1400;0;1970-01-01 00:00:00.000001909;1970-01-01 00:00:00.000000000;98112;47.6221;-122.314;high;new;house;good;2014;1;48;East Harrison Street;1414;Capitol Hill;Seattle;Washington
28;5101402488;2014-06-24 00:00:00.000000000;438000.0;3;1.75;1520;6380;1.0;0;0;3;7;790;730;1970-01-01 00:00:00.000001948;1970-01-01 00:00:00.000000000;98115;47.695;-122.304;standard;old;house;regular;2014;24;25;Northeast 91st Street;2302;Wedgwood;Seattle;Washington
29;1873100390;2015-03-02 00:00:00.000000000;719000.0;4;2.5;2570;7173;2.0;0;0;3;8;2570;0;1970-01-01 00:00:00.000002005;1970-01-01 00:00:00.000000000;98052;47.7073;-122.11;high;new;house;regular;2015;2;09;Northeast 119th Way;17256;;;Washington
30;8562750320;2014-11-10 00:00:00.000000000;580500.0;3;2.5;2320;3980;2.0;0;0;3;8;2320;0;1970-01-01 00:00:00.000002003;1970-01-01 00:00:00.000000000;98027;47.5391;-122.07;high;new;house;regular;2014;10;45;Northwest Granite Peak Lane;;;;Washington
31;2426039314;2014-12-01 00:00:00.000000000;280000.0;2;1.5;1190;1265;3.0;0;0;3;7;1190;0;1970-01-01 00:00:00.000002005;1970-01-01 00:00:00.000000000;98133;47.7274;-122.35700000000001;standard;new;apartment;regular;2014;1;48;Greenwood Avenue North;13435;Broadview;Seattle;Washington
32;461000390;2014-06-24 00:00:00.000000000;687500.0;4;1.75;2330;5000;1.5;0;0;4;7;1510;820;1970-01-01 00:00:00.000001929;1970-01-01 00:00:00.000000000;98117;47.6823;-122.368;high;old;house;regular;2014;24;25;9th Avenue Northwest;7326;Whittier Heights;Seattle;Washington
33;7589200193;2014-11-10 00:00:00.000000000;535000.0;3;1.0;1090;3000;1.5;0;0;4;8;1090;0;1970-01-01 00:00:00.000001929;1970-01-01 00:00:00.000000000;98117;47.6889;-122.375;standard;new;house;regular;2014;10;45;Northwest 83rd Street;1420;Whittier Heights;Seattle;Washington
34;7955080270;2014-12-03 00:00:00.000000000;322500.0;4;2.75;2060;6659;1.0;0;0;3;7;1280;780;1970-01-01 00:00:00.000001981;1970-01-01 00:00:00.000000000;98058;47.4276;-122.15700000000001;standard;new;house;regular;2014;3;48;138th Avenue Southeast;19504;Rock Creek;;Washington
35;9547205180;2014-06-13 00:00:00.000000000;696000.0;3;2.5;2300;3060;1.5;0;0;3;8;1510;790;1970-01-01 00:00:00.000001930;1970-01-01 00:00:00.000002002;98115;47.6827;-122.31;high;old;house;regular;2014;13;23;17th Avenue Northeast;7349;Green Lake;Seattle;Washington
36;9435300030;2014-05-28 00:00:00.000000000;550000.0;4;1.0;1660;34848;1.0;0;0;1;5;930;730;1970-01-01 00:00:00.000001933;1970-01-01 00:00:00.000000000;98052;47.6621;-122.132;high;old;house;bad;2014;28;21;Northeast 62nd Court;15645;;;Washington
37;2768000400;2014-12-30 00:00:00.000000000;640000.0;4;2.0;2360;6000;2.0;0;0;4;8;2360;0;1970-01-01 00:00:00.000001904;1970-01-01 00:00:00.000000000;98107;47.6702;-122.36200000000001;high;new;house;regular;2014;30;52;Northwest 58th Street;;Phinney Ridge;Seattle;Washington
38;7895500070;2015-02-13 00:00:00.000000000;240000.0;4;1.0;1220;8075;1.0;0;0;2;7;890;330;1970-01-01 00:00:00.000001969;1970-01-01 00:00:00.000000000;98001;47.3341;-122.28200000000001;standard;new;house;bad;2015;13;06;42nd Avenue South;29840;;;Washington
39;2078500320;2014-06-20 00:00:00.000000000;605000.0;4;2.5;2620;7553;2.0;0;0;3;8;2620;0;1970-01-01 00:00:00.000001996;1970-01-01 00:00:00.000000000;98056;47.5301;-122.18;high;old;house;regular;2014;20;24;120th Place Southeast;8113;;;Washington
40;5547700270;2014-07-15 00:00:00.000000000;625000.0;4;2.5;2570;5520;2.0;0;0;3;9;2570;0;1970-01-01 00:00:00.000002000;1970-01-01 00:00:00.000000000;98074;47.6145;-122.027;high;new;house;regular;2014;15;28;234th Place Northeast;521;;;Washington
41;7766200013;2014-08-11 00:00:00.000000000;775000.0;4;2.25;4220;24186;1.0;0;0;3;8;2600;1620;1970-01-01 00:00:00.000001984;1970-01-01 00:00:00.000000000;98166;47.445;-122.34700000000001;high;new;house;regular;2014;11;32;Southwest 174th Street;853;;;Washington
42;7203220400;2014-07-07 00:00:00.000000000;861990.0;5;2.75;3595;5639;2.0;0;0;3;9;3595;0;1970-01-01 00:00:00.000002014;1970-01-01 00:00:00.000000000;98053;47.6848;-122.016;high;new;house;regular;2014;7;27;242nd Way Northeast;9704;Redmond Ridge East;;Washington
43;9270200160;2014-10-28 00:00:00.000000000;685000.0;3;1.0;1570;2280;2.0;0;0;3;7;1570;0;1970-01-01 00:00:00.000001922;1970-01-01 00:00:00.000000000;98119;47.6413;-122.36399999999999;high;new;house;regular;2014;28;43;West Smith Street;507;Queen Anne;Seattle;Washington
44;1432701230;2014-07-29 00:00:00.000000000;309000.0;3;1.0;1280;9656;1.0;0;0;4;6;920;360;1970-01-01 00:00:00.000001959;1970-01-01 00:00:00.000000000;98058;47.4485;-122.175;standard;new;house;regular;2014;29;30;Southeast 172nd Street;12505;;;Washington
45;8035350320;2014-07-18 00:00:00.000000000;488000.0;3;2.5;3160;13603;2.0;0;0;3;8;3160;0;1970-01-01 00:00:00.000002003;1970-01-01 00:00:00.000000000;98019;47.7443;-121.977;standard;new;house;regular;2014;18;28;270th Place Northeast;16075;;;Washington
46;8945200830;2015-03-25 00:00:00.000000000;210490.0;3;1.0;990;8528;1.0;0;0;3;6;990;0;1970-01-01 00:00:00.000001966;1970-01-01 00:00:00.000000000;98023;47.3066;-122.37100000000001;standard;new;house;regular;2015;25;12;Southwest 330th Street;2902;Twin Lakes;;Washington
47;4178300310;2014-07-16 00:00:00.000000000;785000.0;4;2.5;2290;13416;2.0;0;0;4;9;2290;0;1970-01-01 00:00:00.000001981;1970-01-01 00:00:00.000000000;98007;47.6194;-122.15100000000001;high;new;house;regular;2014;16;28;Northeast 8th Street;;;Bellevue;Washington
48;9215400105;2015-04-28 00:00:00.000000000;450000.0;3;1.75;1250;5963;1.0;0;0;4;7;1250;0;1970-01-01 00:00:00.000001953;1970-01-01 00:00:00.000000000;98115;47.6796;-122.301;standard;new;house;regular;2015;28;17;25th Avenue Northeast;7001;Ravenna;Seattle;Washington
49;822039084;2015-03-11 00:00:00.000000000;1350000.0;3;2.5;2753;65005;1.0;1;2;5;9;2165;588;1970-01-01 00:00:00.000001953;1970-01-01 00:00:00.000000000;98070;47.4041;-122.45100000000001;high;new;house;good;2015;11;10;;;;;Washington
50;5245600105;2014-09-16 00:00:00.000000000;228000.0;3;1.0;1190;9199;1.0;0;0;3;7;1190;0;1970-01-01 00:00:00.000001955;1970-01-01 00:00:00.000000000;98148;47.4258;-122.322;standard;new;house;regular;2014;16;37;10th Avenue South;19626;North Hill;;Washington
51;7231300125;2015-02-17 00:00:00.000000000;345000.0;5;2.5;3150;9134;1.0;0;0;4;8;1640;1510;1970-01-01 00:00:00.000001966;1970-01-01 00:00:00.000000000;98056;47.4934;-122.189;standard;new;house;regular;2015;17;07;Blaine Avenue Northeast;663;Highlands Park;;Washington
52;7518505990;2014-12-31 00:00:00.000000000;600000.0;3;1.75;1410;4080;1.0;0;0;4;7;1000;410;1970-01-01 00:00:00.000001950;1970-01-01 00:00:00.000000000;98117;47.6808;-122.384;high;new;house;regular;2014;31;52;22nd Avenue Northwest;7040;Loyal Heights;Seattle;Washington
53;3626039271;2015-02-05 00:00:00.000000000;585000.0;2;1.75;1980;8550;1.0;0;0;3;7;990;990;1970-01-01 00:00:00.000001981;1970-01-01 00:00:00.000000000;98117;47.6989;-122.369;high;new;apartment;regular;2015;5;05;9th Avenue Northwest;9527;Crown Hill;Seattle;Washington
54;4217401195;2015-03-03 00:00:00.000000000;920000.0;5;2.25;2730;6000;1.5;0;0;3;8;2130;600;1970-01-01 00:00:00.000001927;1970-01-01 00:00:00.000000000;98105;47.6571;-122.281;high;new;house;regular;2015;3;09;43rd Avenue Northeast;3848;Laurelhurst;Seattle;Washington
55;9822700295;2014-05-12 00:00:00.000000000;885000.0;4;2.5;2830;5000;2.0;0;0;3;9;2830;0;1970-01-01 00:00:00.000001995;1970-01-01 00:00:00.000000000;98105;47.6597;-122.29;high;old;house;regular;2014;12;19;Northeast 43rd Street;3503;;Seattle;Washington
56;9478500640;2014-08-19 00:00:00.000000000;292500.0;4;2.5;2250;4495;2.0;0;0;3;7;2250;0;1970-01-01 00:00:00.000002008;1970-01-01 00:00:00.000000000;98042;47.3663;-122.11399999999999;standard;new;house;regular;2014;19;33;Southeast 263rd Street;17025;;;Washington
57;2799800710;2015-04-07 00:00:00.000000000;301000.0;3;2.5;2420;4750;2.0;0;0;3;8;2420;0;1970-01-01 00:00:00.000002003;1970-01-01 00:00:00.000000000;98042;47.3663;-122.12200000000001;standard;new;house;regular;2015;7;14;Southeast 263rd Street;16426;Stonefield;;Washington
58;7922800400;2014-08-27 00:00:00.000000000;951000.0;5;3.25;3250;14342;2.0;0;4;4;8;3250;0;1970-01-01 00:00:00.000001968;1970-01-01 00:00:00.000000000;98008;47.588;-122.116;high;new;house;regular;2014;27;34;Southeast 26th Street;16855;Sammamish Heights;Bellevue;Washington
59;8079040320;2015-02-23 00:00:00.000000000;430000.0;4;3.0;1850;9976;2.0;0;0;3;8;1850;0;1970-01-01 00:00:00.000001991;1970-01-01 00:00:00.000000000;98059;47.5059;-122.149;standard;new;house;regular;2015;23;08;Ilwaco Avenue Northeast;1520;Summerwind;;Washington
60;1516000055;2014-12-10 00:00:00.000000000;650000.0;3;2.25;2150;21235;1.0;0;3;4;8;1590;560;1970-01-01 00:00:00.000001959;1970-01-01 00:00:00.000000000;98166;47.4336;-122.339;high;new;house;regular;2014;10;49;Southwest 189th Place;233;;;Washington
61;9558200045;2014-08-28 00:00:00.000000000;289000.0;3;1.75;1260;8400;1.0;0;0;3;7;1260;0;1970-01-01 00:00:00.000001954;1970-01-01 00:00:00.000000000;98148;47.4366;-122.335;standard;new;house;regular;2014;28;34;1st Avenue South;;;;Washington
62;5072410070;2014-10-21 00:00:00.000000000;505000.0;3;1.75;2519;8690;2.0;0;0;5;8;2519;0;1970-01-01 00:00:00.000001973;1970-01-01 00:00:00.000000000;98166;47.4428;-122.344;standard;new;house;good;2014;21;42;6th Place Southwest;17551;;;Washington
63;9528102996;2014-12-07 00:00:00.000000000;549000.0;3;1.75;1540;1044;3.0;0;0;3;8;1540;0;1970-01-01 00:00:00.000002014;1970-01-01 00:00:00.000000000;98115;47.6765;-122.32;high;new;house;regular;2014;7;49;8th Avenue Northeast;6595;Green Lake;Seattle;Washington
64;1189001180;2014-06-03 00:00:00.000000000;425000.0;3;2.25;1660;6000;1.0;0;0;3;7;1110;550;1970-01-01 00:00:00.000001979;1970-01-01 00:00:00.000000000;98122;47.6113;-122.29700000000001;standard;old;house;regular;2014;3;22;27th Avenue;942;Madison Valley;Seattle;Washington
65;3253500160;2014-11-20 00:00:00.000000000;317625.0;3;2.75;2770;3809;1.5;0;0;5;7;1770;1000;1970-01-01 00:00:00.000001925;1970-01-01 00:00:00.000000000;98144;47.5747;-122.304;standard;new;house;good;2014;20;46;22nd Avenue South;3214;Beacon Hill;Seattle;Washington
66;3394100030;2014-09-09 00:00:00.000000000;975000.0;4;2.5;2720;11049;2.0;0;0;3;10;2720;0;1970-01-01 00:00:00.000001989;1970-01-01 00:00:00.000000000;98004;47.5815;-122.19200000000001;high;new;house;regular;2014;9;36;111th Avenue Southeast;;;Bellevue;Washington
67;3717000160;2014-10-09 00:00:00.000000000;287000.0;4;2.5;2240;4648;2.0;0;0;3;7;2240;0;1970-01-01 00:00:00.000002005;1970-01-01 00:00:00.000000000;98001;47.3378;-122.257;standard;new;house;regular;2014;9;40;South 295th Court;6110;;;Washington
68;1274500060;2014-08-25 00:00:00.000000000;204000.0;3;1.0;1000;12070;1.0;0;0;4;7;1000;0;1970-01-01 00:00:00.000001968;1970-01-01 00:00:00.000000000;98042;47.3621;-122.11;standard;new;house;regular;2014;25;34;Southeast 267th Place;17235;;;Washington
69;1802000060;2014-06-12 00:00:00.000000000;1325000.0;5;2.25;3200;20158;1.0;0;0;3;8;1600;1600;1970-01-01 00:00:00.000001965;1970-01-01 00:00:00.000000000;98004;47.6303;-122.215;high;old;house;regular;2014;12;23;94th Avenue Northeast;2178;;;Washington
70;1525059190;2014-09-12 00:00:00.000000000;1040000.0;5;3.25;4770;50094;1.0;0;0;4;11;3070;1700;1970-01-01 00:00:00.000001973;1970-01-01 00:00:00.000000000;98005;47.6525;-122.16;high;new;house;regular;2014;12;36;Northeast 50th Street;13511;;Bellevue;Washington
71;1049000060;2015-01-05 00:00:00.000000000;325000.0;3;2.0;1260;5612;1.0;0;0;4;7;1260;0;1970-01-01 00:00:00.000001972;1970-01-01 00:00:00.000000000;98034;47.7362;-122.179;standard;new;house;regular;2015;5;01;Northeast 149th Place;12206;;;Washington
72;8820901275;2014-06-10 00:00:00.000000000;571000.0;4;2.0;2750;7807;1.5;0;0;5;7;2250;500;1970-01-01 00:00:00.000001916;1970-01-01 00:00:00.000000000;98125;47.7168;-122.287;high;old;house;good;2014;10;23;38th Avenue Northeast;12042;Lake City;Seattle;Washington
73;5416510140;2014-07-10 00:00:00.000000000;360000.0;4;2.5;2380;5000;2.0;0;0;3;8;2380;0;1970-01-01 00:00:00.000002005;1970-01-01 00:00:00.000000000;98038;47.3608;-122.036;standard;new;house;regular;2014;10;27;Southeast 269th Street;22840;Rock Creek Meadows;;Washington
74;3444100400;2015-03-16 00:00:00.000000000;349000.0;3;1.75;1790;50529;1.0;0;0;5;7;1090;700;1970-01-01 00:00:00.000001965;1970-01-01 00:00:00.000000000;98042;47.3511;-122.073;standard;new;house;good;2015;16;11;201st Avenue Southeast;27710;Winterwood Estates;;Washington
75;3276920270;2014-11-05 00:00:00.000000000;832500.0;4;4.0;3430;35102;2.0;0;0;4;10;2390;1040;1970-01-01 00:00:00.000001986;1970-01-01 00:00:00.000000000;98075;47.5822;-121.98700000000001;high;new;house;regular;2014;5;44;263rd Place Southeast;3058;Tibbetts Station;;Washington
76;4036801170;2014-10-13 00:00:00.000000000;380000.0;4;1.75;1760;7300;1.0;0;0;3;7;880;880;1970-01-01 00:00:00.000001956;1970-01-01 00:00:00.000000000;98008;47.6034;-122.125;standard;new;house;regular;2014;13;41;Southeast 7th Street;16111;;Bellevue;Washington
77;2391600320;2015-04-20 00:00:00.000000000;480000.0;3;1.0;1040;5060;1.0;0;0;3;7;1040;0;1970-01-01 00:00:00.000001941;1970-01-01 00:00:00.000000000;98116;47.5636;-122.39399999999999;standard;new;house;regular;2015;20;16;48th Avenue Southwest;4441;West Seattle;Seattle;Washington
78;6300000287;2014-06-09 00:00:00.000000000;410000.0;3;1.0;1410;5060;1.0;0;0;4;7;910;500;1970-01-01 00:00:00.000001956;1970-01-01 00:00:00.000000000;98133;47.7073;-122.34;standard;old;house;regular;2014;9;23;Interlake Avenue North;10710;Haller Lake;Seattle;Washington
79;1531000030;2015-03-23 00:00:00.000000000;720000.0;4;2.5;3450;39683;2.0;0;0;3;10;3450;0;1970-01-01 00:00:00.000002002;1970-01-01 00:00:00.000000000;98010;47.342;-122.025;high;new;house;regular;2015;23;12;Black Bear Trail;;;;Washington
80;5104520400;2014-12-02 00:00:00.000000000;390000.0;3;2.5;2350;5100;2.0;0;0;3;8;2350;0;1970-01-01 00:00:00.000002003;1970-01-01 00:00:00.000000000;98038;47.3512;-122.008;standard;new;house;regular;2014;2;48;Maple Ridge Way Southeast;27989;Maple Woods;;Washington
81;7437100340;2014-12-22 00:00:00.000000000;360000.0;4;2.5;1900;5889;2.0;0;0;3;7;1900;0;1970-01-01 00:00:00.000001992;1970-01-01 00:00:00.000000000;98038;47.349;-122.031;standard;new;house;regular;2014;22;51;233rd Avenue Southeast;28155;Rosewood Parke;;Washington
82;9418400240;2014-10-28 00:00:00.000000000;355000.0;2;1.0;2020;6720;1.0;0;0;3;7;1010;1010;1970-01-01 00:00:00.000001948;1970-01-01 00:00:00.000000000;98118;47.5474;-122.291;standard;new;apartment;regular;2014;28;43;32nd Avenue South;6018;Holly Park;Seattle;Washington
83;1523059105;2015-01-28 00:00:00.000000000;356000.0;3;1.5;1680;8712;1.0;0;0;3;8;1680;0;1970-01-01 00:00:00.000001964;1970-01-01 00:00:00.000000000;98059;47.4811;-122.149;standard;new;house;regular;2015;28;04;143rd Avenue Southeast;14241;;;Washington
84;1133000671;2014-06-02 00:00:00.000000000;315000.0;3;1.0;960;6634;1.0;0;0;3;6;960;0;1970-01-01 00:00:00.000001952;1970-01-01 00:00:00.000000000;98125;47.7264;-122.31;standard;old;house;regular;2014;2;22;Northeast 135th Street;1715;Kenwood;Seattle;Washington
85;4232902595;2014-11-14 00:00:00.000000000;940000.0;3;1.5;2140;3600;2.0;0;0;3;9;1900;240;1970-01-01 00:00:00.000001925;1970-01-01 00:00:00.000000000;98119;47.6337;-122.365;high;new;house;regular;2014;14;45;6th Avenue West;;Queen Anne;Seattle;Washington
86;2599001200;2014-11-03 00:00:00.000000000;305000.0;5;2.25;2660;8400;1.5;0;0;5;7;2660;0;1970-01-01 00:00:00.000001961;1970-01-01 00:00:00.000000000;98092;47.2909;-122.189;standard;new;house;good;2014;3;44;Fir Street Southeast;2020;Forrest Villa;;Washington
87;3342103156;2014-06-18 00:00:00.000000000;461000.0;3;3.25;2770;6278;2.0;0;0;3;9;1980;790;1970-01-01 00:00:00.000002006;1970-01-01 00:00:00.000000000;98056;47.5228;-122.199;standard;old;house;regular;2014;18;24;Meadow Avenue North;3419;Kennydale;;Washington
88;1332700270;2014-05-19 00:00:00.000000000;215000.0;2;2.25;1610;2040;2.0;0;0;4;7;1610;0;1970-01-01 00:00:00.000001979;1970-01-01 00:00:00.000000000;98056;47.518;-122.194;standard;old;apartment;regular;2014;19;20;Kennewick Place Northeast;2906;Kennydale;;Washington
89;3869900162;2014-09-04 00:00:00.000000000;335000.0;2;1.75;1030;1066;2.0;0;0;3;7;765;265;1970-01-01 00:00:00.000002006;1970-01-01 00:00:00.000000000;98136;47.5394;-122.387;standard;new;apartment;regular;2014;4;35;California Avenue Southwest;7106;Morgan Junction;Seattle;Washington
90;2791500270;2014-05-22 00:00:00.000000000;243500.0;4;2.5;1980;7403;2.0;0;0;3;7;1980;0;1970-01-01 00:00:00.000001988;1970-01-01 00:00:00.000000000;98023;47.2897;-122.37200000000001;standard;old;house;regular;2014;22;20;Southwest 349th Place;3002;;;Washington
91;5036300431;2015-03-11 00:00:00.000000000;1099880.0;5;2.75;3520;6353;2.0;0;0;4;10;3520;0;1970-01-01 00:00:00.000002001;1970-01-01 00:00:00.000000000;98199;47.6506;-122.391;high;new;house;regular;2015;11;10;West Bertona Street;2650;Lawton Park;Seattle;Washington
92;4168000060;2015-02-26 00:00:00.000000000;153000.0;3;1.0;1200;10500;1.0;0;0;3;7;1200;0;1970-01-01 00:00:00.000001962;1970-01-01 00:00:00.000000000;98023;47.321999999999996;-122.351;standard;new;house;regular;2015;26;08;12th Avenue Southwest;31218;;;Washington
